title,ingredients,directions,NER,Country,Distance,garlic,salt,coconut milk,onion,fish sauce,water,red curry,ginger,vegetable oil,tomatoes,curry powder,chicken,lime,oil,sugar,curry,cilantro,brown sugar,turmeric,fresh ginger,onions,lime juice,Salt,fresh cilantro,basil,garam masala,ground coriander,cumin,ground cumin,Curry,soy sauce,shallots,rice,shrimp,olive oil,potatoes,red bell pepper,green curry,ground turmeric,chicken breasts,chicken broth,cinnamon,chili powder,carrots,canola oil,peanut oil,cumin seeds,butter,peanuts,red pepper,light coconut milk,green beans,Onion,coriander,cayenne pepper,turmeric powder,carrot,flour,Water,paprika,coriander seeds,Garlic,cloves,Ginger,jasmine rice,fresh basil,lemon juice,chicken stock,coriander powder,green onions,green chilies,Chicken,Coconut Milk,Turmeric,tomato paste,pepper,milk,kosher salt,zucchini,red onion,gingerroot,unsweetened coconut milk,Cumin,bamboo shoots,cornstarch,black pepper,coconut,clove garlic,fresh coriander,tomato,bay leaves,yellow onion,coconut cream,stalk lemongrass,ghee,palm sugar,Cilantro,mushrooms,beef,clove Garlic,Sugar,shallot,scallions,Onions,lime leaves,red chili powder,cumin powder,egg,red chilies,ground ginger,mustard seeds,cooking oil,green bell pepper,Kosher salt,ground black pepper,peanut butter,Fish Sauce,yogurt,eggs,cauliflower,frozen peas,pineapple,basmati rice,Garam masala,Vegetable oil,coriander seed,vegetable stock,broccoli,lemon grass,fenugreek seeds,ground cinnamon,plain yogurt,eggplant,Red Curry,chicken breast,vegetable broth,sesame oil,bay leaf,coconut oil,tomato puree,Tomatoes,potato,Garam Masala,stalks lemongrass,mint,chicken thighs,Olive Oil,galangal,lime zest,celery,black peppercorns,Oil,Carrot,skinless,cardamom pods,peas,chickpeas,shrimp paste,light brown sugar,Basil,ground beef,lamb,ginger paste,black mustard seeds,eggplants,white rice,tamarind paste,fennel seeds,green onion,coriander leaves,lemon,Cinnamon,honey,Potatoes,snow peas,Milk,Butter,cucumber,fresh coriander leaves,baby corn,rice noodles,mussels,ginger-garlic,pumpkin,unsalted butter,red onions,curry paste,chilies,fresh lemongrass,raisins,white sugar,white onion,cashews,sweet potato,Tomato,shiitake mushrooms,tomato sauce,nutmeg,vinegar,red chili pepper
Indian Saggost(Beef And Spinach Curry)  ,"[""2 Tbsp. butter"", ""1 Tbsp. oil"", ""2 onions, finely chopped"", ""1 clove garlic, crushed"", ""1 inch fresh ginger root, finely chopped"", ""1 tsp. ground turmeric"", ""1/2 tsp. chili powder"", ""1 Tbsp. ground coriander"", ""1 tsp. ground mustard seed"", ""1 1/2 to 2 lb. stewing steak, cut in 1-inch cubes"", ""8 oz. pkg. frozen spinach, drained"", ""10 oz. (1 1/4 c.) unflavored yogurt""]","[""Heat butter and oil in large pan."", ""Add onions, garlic and spices and fry over medium heat until onions are soft."", ""Add the meat and fry, stirring occasionally, until browned."", ""Stir in spinach and half the yogurt. Cover and simmer over low heat for 2 hours, until meat is tender."", ""Add a little water during cooking if needed."", ""Before serving, add remaining yogurt."", ""Serve with rice and mango chutney.""]","[""butter"", ""oil"", ""onions"", ""clove garlic"", ""ginger root"", ""ground turmeric"", ""chili powder"", ""ground coriander"", ""ground mustard seed"", ""stewing steak"", ""frozen spinach"", ""unflavored yogurt""]",India,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keema Curry (Ground Beef Curry)(Indian Food)  ,"[""1 medium onion, chopped"", ""1 medium tomato, chopped"", ""2 pips fresh garlic, minced"", ""3 peppercorns"", ""2 cloves"", ""1 1/2 to 2 Tbsp. curry powder"", ""salt to taste"", ""1 1/2 lb. lean ground beef""]","[""My Mother is horrified at my method, but I don't want to fuss over a lot of frying, so I put all the ingredients and the ground beef into the saucepan and stir the whole concoction together."", ""I add about 1/2 to 3/4 cup water and then let the curry cook on low heat until the hamburger is done."", ""I also add fresh cut potatoes, carrots, peas and cauliflower to the curry and presto!"", ""It's all there and done!""]","[""onion"", ""tomato"", ""garlic"", ""peppercorns"", ""cloves"", ""curry powder"", ""salt"", ""lean ground beef""]",India,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indian Chicken Curry,"[""1 whole chicken, skinned and cut into small pieces"", ""1 large onion, chopped"", ""3 tomatoes, chopped"", ""1 inch ginger, grated"", ""10 cloves garlic, crushed"", ""1 tsp. curry powder"", ""1/4 tsp. cinnamon"", ""1/4 tsp. cloves"", ""1/4 tsp. red chili powder"", ""salt to taste"", ""1 Tbsp. oil""]","[""Heat oil in pot."", ""Add onion; fry until brown."", ""Add chicken; fry until all liquid is gone."", ""Add remaining ingredients."", ""Cook over medium heat until tomatoes are soft and chicken is well cooked. Serve over hot white rice.""]","[""chicken"", ""onion"", ""tomatoes"", ""ginger"", ""garlic"", ""curry powder"", ""cinnamon"", ""cloves"", ""red chili powder"", ""salt"", ""oil""]",India,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fijian-Indian Chicken Or Lamb Curry,"[""400 to 500 g meat"", ""3 potatoes"", ""1 medium sized onion"", ""1 level tsp. black mustard and cumin seed"", ""4 to 5 cloves crushed garlic"", ""1 Tbsp. crushed ginger"", ""2 Tbsp. powdered coriander"", ""1 heaping tsp. garam marsala"", ""1 tsp. turmeric"", ""1/2 to 1 tsp. chili powder"", ""salt to taste"", ""tomato paste"", ""fresh chopped coriander (cilantro)""]","[""Heat oil in saucepan."", ""Put in mustard and cumin seed."", ""They will pop."", ""Fry onion until golden brown."", ""Add powdered coriander, garam marsala, turmeric, chili powder and salt."", ""Stir constantly to fry marsala."", ""Add garlic and ginger and fry another few minutes. If you find it a little too dry add some water."", ""(Do not burn.) Put in meat; stir and cook at medium heat."", ""With lamb add potato when partly cooked, but with chicken add potato after about 5 minutes."", ""Cook the meat in its own juices."", ""Add water."", ""Cook until tender."", ""Add tomato paste and simmer another 5 to 10 minutes."", ""Add cilantro (optional)."", ""Serve with boiled or steamed white rice.""]","[""potatoes"", ""onion"", ""black mustard"", ""garlic"", ""ginger"", ""powdered coriander"", ""garam marsala"", ""turmeric"", ""chili powder"", ""salt"", ""tomato paste"", ""coriander""]",India,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Indian Style Green Bean Curry,"[""1 (16 oz.) pkg. French-cut green beans (frozen)"", ""1/2 tsp. salt"", ""1/2 tsp. chili powder (red)"", ""1 tsp. coriander powder"", ""1 pinch turmeric powder"", ""1 tsp. mustard seed"", ""1 Tbsp. oil"", ""2 Tbsp. fresh grated coconut""]","[""Heat oil."", ""When hot, add mustard seed."", ""When seed makes crackling sound, lower heat and add salt, spices and the frozen green beans."", ""Saute on medium heat until beans are cooked."", ""May add a tablespoon of water, if needed, to help cook."", ""When done, remove from heat and mix with fresh coconut.""]","[""green beans"", ""salt"", ""chili powder"", ""coriander powder"", ""turmeric powder"", ""oil"", ""coconut""]",India,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dahi Murgh (An Indian Dish)(Chicken And Yogurt Curry)  ,"[""2 lb. chicken"", ""1 medium onion, chopped"", ""3 cloves garlic, peeled"", ""1 tsp. finely chopped fresh ginger"", ""1/2 c. fresh coriander or mint leaves"", ""1 1/2 Tbsp. oil"", ""1 tsp. turmeric"", ""1 1/2 tsp. garam masala*"", ""1 1/2 tsp. salt"", ""1/2 tsp. chili powder (optional)"", ""1/2 c. yogurt"", ""2 ripe tomatoes, diced"", ""extra chopped mint or coriander leaves to garnish""]","[""Cut chicken into serving pieces, smaller pieces allow spices to penetrate better."", ""In an electric blender puree onion, garlic, ginger, fresh coriander or mint."", ""Heat oil in a heavy saucepan and fry the blended mixture, stirring for about 5 minutes."", ""Add turmeric, garam masala, salt and chili powder and fry for a further minute."", ""Stir in yogurt and tomatoes."", ""Fry until liquid dries up and the mixture is the consistency of thick puree."", ""Add chicken pieces, turning them in the spice mixture so they are coated on both sides, then turn the heat low, cover tightly and cook until chicken is tender."", ""If liquid from chicken has not evaporated by the time the flesh is cooked, uncover and raise heat to dry off excess liquid, stirring gently at the base of the pan to prevent burning."", ""Garnish with chopped herbs and serve with rice.""]","[""chicken"", ""onion"", ""garlic"", ""fresh ginger"", ""fresh coriander"", ""oil"", ""turmeric"", ""garam masala"", ""salt"", ""chili powder"", ""yogurt"", ""tomatoes"", ""mint""]",India,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Chicken Curry(India)  ,"[""3 Tbsp. bacon grease or lard"", ""1 medium onion, sliced fine lengthwise"", ""3 tsp. curry powder"", ""2 cloves garlic, sliced and crushed"", ""2 lb. lamb or round steak, cut in 1-inch cubes"", ""salt"", ""cayenne pepper"", ""6 potatoes, cut in quarters""]","[""Heat grease in skillet."", ""Add onion and brown in hot grease. Add curry powder and garlic."", ""Cook mixture until slightly browned. Add meat and brown."", ""Add salt and cayenne pepper to taste."", ""Add enough water to keep from burning."", ""Cook until almost tender."", ""Add potatoes and cook about 30 minutes."", ""May add other vegetables, if desired.""]","[""bacon grease"", ""onion"", ""curry powder"", ""garlic"", ""lamb"", ""salt"", ""cayenne pepper"", ""potatoes""]",India,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicken Curry From India,"[""1 whole chicken (medium-size)"", ""1/4 lb. onions (about 3 onions)"", ""1/4 lb. tomatoes"", ""1 c. curd (yogurt)"", ""1 tsp. chili powder"", ""1 tsp. coriander powder"", ""1/2 tsp. cumin powder"", ""1/4 tsp. turmeric powder"", ""1/2 tsp. (2 cardamon, 2 cloves, 1/2 stick cinnamon, powdered)"", ""8 flakes garlic"", ""1-inch piece ginger"", ""1/2 c. oil"", ""salt to taste"", ""1 2/3 c. water"", ""cilantro (just like parsley)""]","[""Cut chicken into pieces and wash."", ""Grate onions."", ""Cut tomatoes. Grind to a paste ginger and garlic."", ""Heat oil in pan and fry onions until golden brown."", ""Add ginger-garlic paste, tomatoes and yogurt. Fry until oil separates from mixture."", ""Add chicken, chili powder, turmeric, coriander, cumin, (c + c + c powder) 9th ingredient and salt."", ""Fry until chicken is slightly brown."", ""Add 1 2/3 cup water. Let it cook on medium heat for about 15 minutes."", ""See to it that the chicken is tender and remove from the heat."", ""Garnish with fresh cilantro and serve with rice or tortillas, bread or rolls."", ""Tastes great.""]","[""chicken"", ""onions"", ""tomatoes"", ""curd"", ""chili powder"", ""coriander powder"", ""cumin powder"", ""turmeric powder"", ""cardamon"", ""garlic"", ""ginger"", ""oil"", ""salt"", ""water"", ""cilantro""]",India,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indian (Chicken) Curry,"[""1 whole chicken, cooked, then deboned"", ""1 (16 oz.) can tomato sauce"", ""1 can cream of mushroom soup"", ""1 can sliced mushrooms (or fresh)"", ""chicken stock (approximately 1 qt.), reserved from cooked chicken"", ""1 tsp. curry powder"", ""salt to taste"", ""1/2 c. crumbled, crisp bacon"", ""1/2 c. finely chopped onion"", ""1/2 c. finely chopped olives"", ""1/2 c. sweet pickle relish"", ""1/2 c. chopped pecans"", ""1/2 c. chopped celery"", ""1/2 c. chopped, hard-boiled eggs"", ""1/2 c. shredded coconut"", ""1/2 c. chutney (optional)""]","[""Recipe passed on from Mother, Catherine W. McCullough.""]","[""chicken"", ""tomato sauce"", ""cream of mushroom soup"", ""mushrooms"", ""chicken"", ""curry powder"", ""salt"", ""bacon"", ""onion"", ""olives"", ""sweet pickle relish"", ""pecans"", ""celery"", ""eggs"", ""shredded coconut"", ""chutney""]",India,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Indian Curry,"[""1 lb. beef or chicken"", ""4 tsp. curry"", ""2 tsp. garlic salt"", ""2 tsp. turmeric"", ""1 tsp. cumin"", ""1 tsp. chili powder"", ""1/2 to 1 tsp. pepper"", ""pinch of salt"", ""2 to 3 bay leaves"", ""1 cinnamon stick""]","[""Brown 1/2 cup onion."", ""Add spices and water."", ""Add choice of meat; cook 1 1/2 to 2 hours."", ""Add cubed potatoes. Serve with rice and top with chutney."", ""May add 1 can tomatoes, chopped green onions, salt and pepper to taste.""]","[""beef"", ""curry"", ""garlic salt"", ""turmeric"", ""cumin"", ""chili powder"", ""pepper"", ""salt"", ""bay leaves"", ""cinnamon""]",India,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India Curry Tuna Salad,"[""1 small can white tuna"", ""1 can water chestnuts"", ""2 Tbsp. green onions"", ""2 tsp. lemon juice"", ""1/2 c. mayonnaise (or less)"", ""Beau Monde seasoning"", ""salt and pepper to taste"", ""1/2 tsp. curry powder""]","[""Mix up day before."", ""Can be used for sandwiches or for stuffed tomatoes or on crackers.""]","[""white tuna"", ""water chestnuts"", ""green onions"", ""lemon juice"", ""mayonnaise"", ""Monde seasoning"", ""salt"", ""curry powder""]",India,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indian Chicken Curry,"[""1/2 c. finely chopped onion"", ""1/2 c. finely chopped celery"", ""1/4 c. oil"", ""1/3 c. flour"", ""2 c. chicken stock"", ""1 c. tomato juice"", ""1/2 tsp. Worcestershire sauce"", ""salt and pepper"", ""1 tsp. curry powder"", ""4 c. diced, cooked chicken"", ""4 c. hot, cooked rice""]","[""Lightly brown onion and celery in hot oil."", ""Add flour and blend."", ""Add chicken stock and cook"", ""until thick, stirring constantly."", ""Add tomato juice, Worcestershire sauce, seasonings and chicken; heat thoroughly."", ""Serve over hot rice.""]","[""onion"", ""celery"", ""oil"", ""flour"", ""chicken stock"", ""tomato juice"", ""Worcestershire sauce"", ""salt"", ""curry powder"", ""chicken"", ""rice""]",India,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India Chicken Curry,"[""1/2 c. finely chopped onion"", ""1/2 c. finely chopped celery"", ""1/4 c. butter"", ""1/3 c. flour"", ""2 c. chicken stock"", ""1 c. tomato juice"", ""1/2 tsp. Worcestershire sauce"", ""salt and pepper to taste"", ""1 tsp. curry powder"", ""4 c. diced, cooked chicken"", ""4 c. hot, cooked rice""]","[""Lightly brown onion and celery in butter."", ""Add flour and blend."", ""Add stock; cook until thick, stirring constantly."", ""Add tomato juice, Worcestershire sauce, seasonings and chicken."", ""Heat thoroughly."", ""Serve over hot rice with condiments of your choice. Serves 10.""]","[""onion"", ""celery"", ""butter"", ""flour"", ""chicken stock"", ""tomato juice"", ""Worcestershire sauce"", ""salt"", ""curry powder"", ""chicken"", ""rice""]",India,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chez Basic Favorite Indian Curry Base,"[""4 slices bacon, finely chopped"", ""1/4 c. finely chopped onion"", ""1/4 c. finely chopped celery"", ""1/2 clove garlic, crushed"", ""2 Tbsp. salad oil"", ""1/4 c. flour"", ""1/4 c. curry powder"", ""3 Tbsp. tomato paste"", ""1 1/4 c. water"", ""1 Tbsp. lemon juice"", ""1/2 c. applesauce"", ""1 Tbsp. sugar"", ""2 chicken bouillon cubes"", ""1/4 tsp. salt"", ""1 clove garlic"", ""2/3 c. dry white wine Neufchatel or Cote"", ""1 c. grated imported Swiss cheese *"", ""1 c. grated imported Gruyere cheese*"", ""2 1/2 tsp. cornstarch"", ""2 Tbsp. Kirsch"", ""1/8 tsp. salt (optional)"", ""dash of pepper (optional)"", ""dash of nutmeg (optional)"", ""French bread cubes (about 1 1/2-inches)""]","[""*Or use 2 cups grated domestic Swiss cheese.""]","[""bacon"", ""onion"", ""celery"", ""clove garlic"", ""salad oil"", ""flour"", ""curry powder"", ""tomato paste"", ""water"", ""lemon juice"", ""applesauce"", ""sugar"", ""chicken bouillon cubes"", ""salt"", ""clove garlic"", ""white wine"", ""Swiss cheese"", ""Gruyere cheese"", ""cornstarch"", ""salt"", ""pepper"", ""nutmeg"", ""bread""]",India,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Indian Curry Cheese Ball Or Dip,"[""1 (8 oz.) pkg. cream cheese, softened"", ""1 c. finely chopped chicken (may use canned)"", ""3/4 c. toast"", ""1/3 c. mayonnaise"", ""2 Tbsp. chutney"", ""1 Tbsp. curry powder"", ""1/4 tsp. salt""]","[""Mix and form into a ball or use as a dip or spread."", ""Top with parsley or coconut if desired.""]","[""cream cheese"", ""chicken"", ""mayonnaise"", ""chutney"", ""curry powder"", ""salt""]",India,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
