title,NER,Protein,Protein Group
Mussels With Thai Red Curry Broth And Rice Noodles Recipe,"[""vermicelli rice noodles"", ""coconut oil"", ""shallots"", ""garlic"", ""red curry"", ""white wine"", ""unsweetened coconut milk"", ""fish sauce"", ""fresh juice from"", ""brown sugar"", ""mussels"", ""cilantro"", ""sweet""]",Fish,Seafood
Steamed Mussels With Thai-Style Coconut-Curry Broth Recipe,"[""cilantro"", ""garlic"", ""shallots"", ""whole coriander seeds"", ""chilies"", ""Kosher salt"", ""coconut milk"", ""vegetable"", ""green curry"", ""brown"", ""fish sauce"", ""mussels"", ""Serrano chili""]",Fish,Seafood
Diy Thai Coconut Curry With Shrimp Instant Noodles Recipe,"[""chicken base"", ""brown sugar"", ""red curry"", ""chili-garlic sauce"", ""fish sauce"", ""coconut milk"", ""shrimp"", ""button"", ""rice noodles"", ""scallions"", ""lime""]",Fish,Seafood
Thai Red Chicken Curry,"[""coconut milk"", ""chicken broth"", ""brown sugar"", ""fish sauce"", ""red curry"", ""vegetable blend"", ""chicken breast"", ""jasmine rice"", ""fresh cilantro""]",Fish,Seafood
Coconut Curry Shrimp,"[""coconut milk"", ""fish sauce"", ""curry powder"", ""brown sugar"", ""salt"", ""pepper"", ""shrimp"", ""sweet red pepper"", ""green onions"", ""fresh cilantro"", ""jasmine rice"", ""wedges""]",Fish,Seafood
Curry Rice,"[""Butter"", ""Jasmine Rice"", ""Yellow Onion"", ""\u00bc"", ""Curry"", ""Chicken Bouillon"", ""Raisins"", ""Boiling Water""]",Fish,Seafood
Thai Curry With Fish And Sweet Potatoes,"[""Lime Zest"", ""Lime Juice"", ""Clam Juice"", ""Fish Sauce"", ""Sugar"", ""Curry"", ""Turmeric"", ""Canola Oil"", ""Onion"", ""Garlic"", ""Fresh Ginger"", ""Curry"", ""Flour"", ""Coconut Milk"", ""Sweet Potatoes"", ""Fresh Cilantro"", ""Jasmine Rice"", ""Lime"", ""Cilantro""]",Fish,Seafood
Coconut Curry,"[""Coconut Oil"", ""onion"", ""garlic"", ""light coconut milk"", ""red curry"", ""fish sauce"", ""ground red pepper"", ""lime juice"", ""cilantro""]",Fish,Seafood
Quick Goan Fish Curry,"[""garlic"", ""tamarind paste"", ""coriander seeds"", ""ground cumin"", ""red chillies seeds"", ""ginger"", ""black pepper"", ""turmeric"", ""coconut"", ""coconut milk"", ""onion"", ""tomatoes"", ""fish sauce"", ""vegetable oil"", ""salt"", ""white fish""]",Fish,Seafood
Thai Red Prawn Curry,"[""prawns"", ""coconut milk"", ""red curry"", ""garlic"", ""red Thai"", ""zucchini"", ""button mushrooms"", ""bamboo shoots"", ""fish sauce"", ""lime leaves"", ""basil"", ""jasmine rice""]",Fish,Seafood
Vegetarian Curry,"[""beans"", ""cabbage"", ""potatoes"", ""cauliflower"", ""carrots"", ""tomatoes"", ""green chillies"", ""onion"", ""garlic"", ""curry"", ""water"", ""Ground"", ""curry powder for fish"", ""coriander powder"", ""aniseed powder sweet cumin"", ""chilli powder"", ""turmeric powder"", ""belacan powder"", ""shallots"", ""lemon grass smash"", ""oil"", ""seasoning"", ""salt"", ""sugar""]",Fish,Seafood
Vietnamese Beef Curry,"[""vegetable oil"", ""beef chuck"", ""onion"", ""garlic"", ""red chilies"", ""ginger"", ""curry powder"", ""sugar"", ""turmeric"", ""carrots"", ""coconut milk"", ""tomatoes"", ""water"", ""fish sauce"", ""lime wedges"", ""cilantro"", ""baguette""]",Fish,Seafood
Green Curry With Zucchini,"[""green curry"", ""bamboo shoots"", ""coconut milk"", ""water"", ""fish sauce"", ""limes"", ""lime"", ""zucchini"", ""olive oil"", ""cilantro""]",Fish,Seafood
Red Beef Curry With Zucchini Noodles,"[""zucchini"", ""stewing beef lean"", ""kosher salt"", ""freshly ground black pepper"", ""canola oil"", ""sweet onion"", ""garlic"", ""red curry"", ""coconut milk"", ""fish sauce"", ""lime juice"", ""brown sugar"", ""beef broth"", ""hot sauce"", ""handful"", ""sweet potatoes"", ""shoots"", ""fresh basil"", ""green chilies"", ""peanuts""]",Fish,Seafood
Thai Red Curry With Chicken,"[""garlic"", ""red chilies"", ""ginger"", ""shallots"", ""shrimp"", ""lime"", ""paprika"", ""cardamom pods"", ""coriander seeds"", ""cumin seeds"", ""ground turmeric"", ""ground cinnamon"", ""chicken breasts"", ""coconut milk"", ""vegetable oil"", ""red curry"", ""light brown sugar"", ""fish sauce"", ""basil"", ""red chile"", ""jasmine rice""]",Fish,Seafood
Easy Coconut Milk Curry With Shrimp,"[""vegetable oil"", ""onion"", ""garlic"", ""fresh ginger"", ""curry"", ""shrimp"", ""fish stock"", ""coconut milk"", ""sugar"", ""cilantro"", ""rice""]",Fish,Seafood
Fish Curry,"[""cod"", ""coconut milk"", ""curry powder"", ""turmeric"", ""ginger powdered"", ""lemon zest"", ""salt"", ""white pepper""]",Fish,Seafood
Mild Coconut Fish Curry,"[""sunflower oil"", ""shallots"", ""garlic"", ""mustard seeds"", ""white fish"", ""flour"", ""cinnamon"", ""tamarind pulp"", ""turmeric"", ""coconut milk""]",Fish,Seafood
Pig-Skin Noodle Curry Bowl,"[""pork shoulder"", ""pork hock"", ""ginger"", ""lemon grass minced"", ""garlic"", ""cilantro"", ""basil"", ""salt"", ""pepper"", ""lime juice"", ""noodles"", ""cilantro"", ""lime wedges"", ""red curry"", ""garlic"", ""ginger grated"", ""coriander"", ""turmeric"", ""coconut milk"", ""pork broth"", ""palm sugar"", ""soy sauce"", ""fish sauce"", ""lime juice""]",Fish,Seafood
Fish Fillet In Creamy Coconut Curry,"[""fillet lingcod"", ""onion"", ""tomatoes"", ""coconut milk"", ""tamarind paste"", ""curry"", ""parsley"", ""oil"", ""red"", ""ginger"", ""cumin"", ""tumeric powder"", ""coriander powder"", ""garlic"", ""onion"", ""curry""]",Fish,Seafood
Catfish Curry With Basmati Rice,"[""onion"", ""garlic"", ""olive oil"", ""coriander powder"", ""parsley"", ""cumin powder"", ""indian saffron"", ""ground black peper"", ""fennel seeds"", ""coriander grains"", ""tomatoes"", ""tomato paste"", ""coconut milk"", ""fresh coriander"", ""basmati rice"", ""water"", ""salt"", ""arugula""]",Fish,Seafood
Asparagus And Shrimp Coconut Curry,"[""coconut oil"", ""onion"", ""garlic"", ""fresh ginger"", ""fresh"", ""green curry"", ""curry powder"", ""sugar"", ""salt"", ""chicken broth"", ""potatoes"", ""asparagus"", ""fish sauce"", ""light coconut milk"", ""frozen peas"", ""baby spinach fresh"", ""jasmine rice"", ""mint sprigs"", ""lime wedges"", ""peanuts"", ""coconut oil"", ""shrimp"", ""kosher salt"", ""freshly ground black pepper""]",Fish,Seafood
Nonya Chicken Curry,"[""onion"", ""only"", ""garlic"", ""birdseye chili pepper"", ""curry"", ""fish paste"", ""vegetable oil"", ""chicken"", ""potatoes"", ""curry"", ""coconut cream"", ""sugar"", ""flatbreads Roti""]",Fish,Seafood
Red Duck Curry,"[""syrup"", ""coconut cream"", ""red curry"", ""duck barbecued"", ""lime"", ""fish sauce"", ""red chili pepper"", ""steamed white rice"", ""thai basil""]",Fish,Seafood
Thai Basil Chicken With Green Curry,"[""vegetable oil"", ""onion"", ""red pepper"", ""garlic"", ""chicken breasts"", ""white wine"", ""coconut milk"", ""fish sauce"", ""brown sugar"", ""green curry"", ""salt"", ""pepper"", ""thai basil"", ""red chilies""]",Fish,Seafood
Thai Green Chicken Curry,"[""basmati rice"", ""olive oil"", ""chicken"", ""carrots"", ""green miniature"", ""red onions"", ""courgettes small"", ""thai green curry"", ""lemon grass"", ""fresh root ginger hazelnut"", ""lime"", ""coconut milk"", ""vegetable stock"", ""fish sauce"", ""thai basil""]",Fish,Seafood
Panang Curry,"[""beef"", ""coconut milk"", ""panang"", ""fish sauce"", ""lime leaves kafir"", ""basil"", ""sugar"", ""cornstarch""]",Fish,Seafood
Tomato Beef Curry,"[""oil"", ""onion"", ""garlic"", ""ginger grated"", ""tomato paste"", ""tomato soup"", ""water"", ""potatoes"", ""fish sauce"", ""coconut cream"", ""green beans"", ""red chili small"", ""cilantro"", ""rice""]",Fish,Seafood
Assam Fish Curry,"[""fish steaks white"", ""red curry"", ""ginger"", ""garlic"", ""tamarind paste"", ""sugar"", ""oyster sauce"", ""lemon grass long stalks"", ""lime"", ""curry"", ""wine"", ""coconut cream"", ""coriander""]",Fish,Seafood
Cod With Mango Coconut Curry,"[""oil"", ""carrots"", ""onion"", ""red chilies"", ""mango"", ""curry powder"", ""lemon zest plus"", ""coconut milk"", ""lime juiced"", ""coconut flakes""]",Fish,Seafood
Kae Massaman (Thai Massaman Curry),"[""potatoes"", ""boneless lamb"", ""cloves"", ""coconut cream"", ""coconut milk"", ""curry paste depending"", ""palm sugar"", ""fish sauce"", ""tamarind juice"", ""peanuts"", ""ground cinnamon""]",Fish,Seafood
Thai Massaman Curry,"[""potatoes"", ""bay leaves"", ""fish sauce"", ""lime juice"", ""coconut milk"", ""oil"", ""salt"", ""red chilies"", ""black peppercorns"", ""cumin seeds"", ""cloves"", ""coriander"", ""lemongrass"", ""shallots"", ""garlic"", ""lime rind""]",Fish,Seafood
Malaysian Fish Curry,"[""vegetable oil"", ""onion"", ""garlic"", ""ginger"", ""chili flakes"", ""ground turmeric"", ""coconut milk"", ""fish stock"", ""white fish"", ""cilantro"", ""fresh basil"", ""green chili"", ""jasmine rice""]",Fish,Seafood
Malaysian Fish Curry,"[""vegetable oil"", ""onion"", ""garlic"", ""green chili long"", ""ginger"", ""chili flakes"", ""turmeric"", ""coconut milk"", ""fish stock"", ""fish sauce"", ""brown sugar"", ""white fish"", ""cilantro"", ""fresh basil"", ""lemon juiced"", ""steamed white rice"", ""lemon wedges""]",Fish,Seafood
Thai Green Curry,"[""coconut oil"", ""coconut milk"", ""chicken stock"", ""basil"", ""fish sauce"", ""sugar substitute"", ""vegetables red bell pepper"", ""shrimp"", ""salt"", ""cilantro"", ""lime""]",Fish,Seafood
Thai Green Curry And Fish,"[""cilantro"", ""lemon grass"", ""green chilies"", ""garlic"", ""fresh root ginger"", ""shallots"", ""ground cumin"", ""fish sauce"", ""peanut oil"", ""coconut milk"", ""fish stock"", ""brown sugar"", ""lime"", ""lime juice"", ""white fish"", ""lime wedges"", ""rice""]",Fish,Seafood
Fish Curry,"[""onion"", ""garlic"", ""olive oil"", ""medallions"", ""salt"", ""tomato very ripe"", ""glass white wine"", ""glass milk"", ""curry powder"", ""fresh coriander""]",Fish,Seafood
Turkey Green Curry,"[""vegetable oil"", ""thai green curry"", ""ground turkey"", ""coconut milk"", ""chicken stock"", ""lime"", ""zucchini"", ""tomato"", ""fish sauce"", ""lime juice"", ""brown sugar"", ""rice"", ""cilantro"", ""fresh chili""]",Fish,Seafood
Chicken Katsu Curry,"[""butter"", ""garlic"", ""onion"", ""apple"", ""boiling water"", ""bananas"", ""honey"", ""turmeric"", ""curry powder"", ""tomato ketchup"", ""chicken stock"", ""salt"", ""ground black pepper"", ""cornflour"", ""chicken breasts"", ""flour"", ""eggs"", ""breadcrumbs ideally Panko"", ""groundnut oil""]",Fish,Seafood
Green Curry Chicken With Vegetables,"[""coconut milk"", ""green curry"", ""palm sugar"", ""fish sauce"", ""chicken breasts cubed"", ""mushrooms"", ""corn"", ""onion"", ""rice optional""]",Fish,Seafood
Thai Green Curry With Fish And Spinach,"[""olive oil"", ""red onions"", ""scallions"", ""haddock"", ""garlic"", ""red chiles"", ""lava"", ""thai green curry paste"", ""coconut milk"", ""vegetable stock"", ""basil"", ""lime juice"", ""rice""]",Fish,Seafood
Curry Fish With Peas,"[""onion"", ""green peas"", ""cornstarch"", ""oil"", ""curry"", ""sugar"", ""ketchup"", ""salt"", ""water"", ""rice wine"", ""salt"", ""white pepper""]",Fish,Seafood
Red Thai Curry With Lime Grass Recipe ,"[""red curry"", ""chicken breasts"", ""coconut milk"", ""lime"", ""fish sauce"", ""tomato"", ""palm sugar"", ""jasmine rice""]",Fish,Seafood
Fish Curry With Kaffir Lime,"[""fish fillets"", ""salt"", ""pepper"", ""shallots"", ""onion"", ""garlic"", ""tomatoes"", ""water"", ""vegetable oil"", ""bay leaf"", ""curry powder"", ""ground cumin"", ""coriander seeds"", ""lime powder"", ""coconut milk""]",Fish,Seafood
Vegan Meatball Curry,"[""water"", ""soy sauce"", ""curry powder"", ""turmeric powder"", ""black pepper"", ""salt"", ""asafoetida also known"", ""garlic"", ""water"", ""oats"", ""boiling water"", ""corn starch"", ""onion"", ""garlic"", ""ginger"", ""curry powder"", ""turmeric"", ""ground cumin"", ""black mustard seeds"", ""fennel seeds"", ""chili sauce"", ""green lentils"", ""red lentils"", ""potatoes"", ""cauliflower"", ""carrots"", ""green bell pepper"", ""water"", ""mushroom"", ""sugar turbino"", ""coconut milk""]",Fish,Seafood
Thai Yellow Curry With Snapper,"[""oil"", ""onion"", ""yellow curry"", ""mango"", ""carrot"", ""coconut milk"", ""milk"", ""courgette"", ""flour"", ""lime juice"", ""peanuts""]",Fish,Seafood
Luscious Thai Chicken Pineapple Curry,"[""chicken breast"", ""fresh pineapple"", ""bamboo shoots"", ""red"", ""red curry"", ""ginger grated"", ""garlic"", ""fish sauce"", ""sugar"", ""bouillon cube"", ""coconut milk"", ""oil"", ""turmeric"", ""red pepper"", ""fresh cilantro""]",Fish,Seafood
Mashed Potato Dumplings With Lentil Curry,"[""flour"", ""salt"", ""oil"", ""chilli powder"", ""masala"", ""coriander chopped"", ""sugar"", ""lemon juice"", ""toovar"", ""turmeric powder"", ""peanuts"", ""salt"", ""tomato finally"", ""green chili small"", ""ginger"", ""lemon juice"", ""jaggery"", ""oil"", ""mustard seeds"", ""cumin seeds"", ""curry"", ""red chilies"", ""cinnamon"", ""cloves"", ""bay leaf""]",Fish,Seafood
Slow Cooker Green Curry Chicken ,"[""chicken"", ""bamboo shoots"", ""baby corn frozen"", ""lime"", ""coconut milk"", ""green curry"", ""chicken stock"", ""basil"", ""brown sugar"", ""fish sauce"", ""basil"", ""rice""]",Fish,Seafood
Massaman Beef Curry,"[""peanut oil"", ""beef"", ""brown onion"", ""garlic"", ""fresh ginger"", ""ground cardamom"", ""cinnamon"", ""chicken stock"", ""curry sauce"", ""fish sauce"", ""potatoes"", ""coconut milk"", ""jasmine rice"", ""cilantro"", ""peanuts"", ""red chili pepper""]",Fish,Seafood
Thai Green Chicken Curry,"[""chicken"", ""coconut milk"", ""green curry"", ""fish sauce alternatively"", ""brown sugar"", ""coriander"", ""lime"", ""vegetable oil""]",Fish,Seafood
Thai Fish Curry,"[""basmati rice"", ""oil"", ""onion"", ""carrots"", ""red curry"", ""coconut milk"", ""vegetable bouillon"", ""broccoli"", ""soy sauce"", ""fish fillet"", ""fresh cilantro""]",Fish,Seafood
Yellow Fish Curry,"[""vegetable oil"", ""white onion"", ""yellow curry"", ""light coconut milk"", ""winter"", ""white fish"", ""snow peas"", ""fresh cilantro"", ""jasmine rice"", ""nuts"", ""cucumber"", ""tomato wedges"", ""bean sprouts""]",Fish,Seafood
Burmese Chicken Curry,"[""vegetable oil"", ""onion"", ""garlic"", ""anise"", ""ground turmeric"", ""ground cardamom"", ""red chili pepper"", ""chicken"", ""coconut milk"", ""sweet potatoes"", ""frozen peas"", ""fish sauce"", ""cilantro"", ""rice""]",Fish,Seafood
Yellow Fish Curry,"[""red pepper"", ""onions"", ""ground turmeric"", ""fish sauce"", ""garlic"", ""red chilis"", ""coconut milk"", ""fish stock"", ""palm sugar"", ""lime"", ""swordfish steaks"", ""oil"", ""beans"", ""tomato"", ""onion"", ""mint""]",Fish,Seafood
Mackerel Curry,"[""fish Mackerel"", ""turmeric powder"", ""onion"", ""garlic"", ""seeds methi"", ""tomato"", ""coriander dhania powder"", ""tamarind paste"", ""water"", ""salt"", ""vegetable oil"", ""green chili"", ""chili powder""]",Fish,Seafood
Easy Chicken Curry,"[""oil"", ""red curry"", ""chicken"", ""coconut milk"", ""lime"", ""red pepper"", ""rice"", ""broccoli florets"", ""green beans"", ""fish sauce"", ""lime juiced"", ""chicken"", ""bean sprouts"", ""cilantro""]",Fish,Seafood
Tangy Tamarind Fish Curry,"[""basa fish"", ""tamarind paste"", ""jaggery"", ""water"", ""coconut oil"", ""mustard seeds"", ""curry"", ""ginger chopped"", ""chilli flakes /chilli powder"", ""salt""]",Fish,Seafood
Thai Curry,"[""oil"", ""curry red"", ""chicken"", ""fish"", ""onion"", ""coconut milk""]",Fish,Seafood
Salmon With Coriander Coconut Milk Curry,"[""salmon"", ""basmati rice"", ""sesame oil"", ""turmeric"", ""garam masala"", ""curry powder"", ""light coconut milk"", ""lemon"", ""fresh coriander"", ""fish sauce"", ""mushrooms"", ""asparagus""]",Fish,Seafood
Creepy Coconut Curry For Halloween,"[""vegetable oil"", ""chicken"", ""onion"", ""red curry"", ""sweet potato"", ""coconut milk"", ""chicken stock"", ""broccoli"", ""pineapple"", ""fish sauce"", ""brown sugar"", ""lime juice"", ""tomatoes"", ""basil""]",Fish,Seafood
Quick And Easy Duck Curry,"[""duck Peking"", ""vegetable oil"", ""red onion"", ""garlic"", ""red chili"", ""red curry"", ""peanut butter"", ""coconut milk"", ""chicken stock"", ""lime juice"", ""fish sauce"", ""cilantro""]",Fish,Seafood
Vegetarian Green Curry,"[""coconut milk"", ""garlic"", ""fish sauce"", ""texturized vegetable protein"", ""curry"", ""green chili peper"", ""lemon grass table"", ""eggplants"", ""handful basil""]",Fish,Seafood
Tropical Fish Curry,"[""kilogram"", ""coconut milk"", ""mango"", ""pepper"", ""basil"", ""oil"", ""onion"", ""garlic"", ""ginger"", ""green cardamom"", ""cinnamon"", ""cloves"", ""cumin"", ""red chili"", ""red chili powder"", ""turmeric"", ""salt"", ""lime juice"", ""tomato paste"", ""water""]",Fish,Seafood
Tuna Curry,"[""tuna"", ""mushrooms"", ""bacon"", ""milk"", ""curry"", ""parsley sprigs"", ""olive oil"", ""salt""]",Fish,Seafood
Tuna Curry,"[""butter"", ""onion"", ""red bell pepper"", ""curry powder"", ""vegetable bouillon"", ""brine"", ""milk"", ""cornstarch"", ""baby spinach"", ""lemon juiced"", ""onions""]",Fish,Seafood
Tuna Curry,"[""onion"", ""garlic"", ""olive oil"", ""curry powder Indian"", ""indian saffron turmeric"", ""coriander powder"", ""tomatoes"", ""tuna"", ""coconut milk"", ""salt"", ""fresh coriander""]",Fish,Seafood
Massaman Curry : Slow Cooker,"[""chicken"", ""curry paste"", ""coconut milk"", ""water"", ""curry"", ""fish sauce"", ""brown sugar"", ""tamarind pulp"", ""onion"", ""peanut butter"", ""peanut roasted""]",Fish,Seafood
Thai Red Chicken Curry Recipe,"[""stalk lemongrass"", ""cooking oil"", ""curry paste Red Thai"", ""fish sauce"", ""salt"", ""basil"", ""chili thai"", ""coconut milk"", ""lime leaves"", ""soy"", ""rice vinegar""]",Fish,Seafood
Aromatic Coconut Beef Curry,"[""shiitake mushrooms"", ""boiling water"", ""vegetable oil"", ""onions"", ""garlic"", ""turmeric"", ""cinnamon sticks"", ""coconut cream"", ""fish sauce"", ""brown sugar"", ""peanuts""]",Fish,Seafood
Green Curry With Fish,"[""vegetable oil"", ""red onion"", ""green curry"", ""coconut cream +"", ""coconut milk"", ""tomatoes"", ""white"", ""cilantro"", ""jasmine rice""]",Fish,Seafood
Thai Green Curry With Fish And Noodles,"[""vegetable oil"", ""garlic"", ""ginger"", ""green chili peppers"", ""ground cumin"", ""ground coriander"", ""shrimp paste"", ""coconut milk"", ""fish stock"", ""fish sauce"", ""brown sugar"", ""white"", ""red pepper"", ""green beans"", ""lime juiced"", ""rice noodles"", ""thai basil""]",Fish,Seafood
Thai Green Curry With Pork,"[""thai green curry paste"", ""coconut cream"", ""lime"", ""green chilies"", ""eggplants"", ""fish sauce"", ""lime juiced"", ""brown sugar"", ""pork tenderloin"", ""zucchini"", ""basil"", ""cilantro"", ""rice"", ""scallions""]",Fish,Seafood
Panang Chicken Curry,"[""peanut oil"", ""chicken breasts"", ""panang curry"", ""coconut milk"", ""fish sauce"", ""brown sugar"", ""lime leaves"", ""sugar snap peas"", ""snow peas"", ""cilantro"", ""peanuts"", ""red chili pepper"", ""lime wedges""]",Fish,Seafood
Thai Pumpkin Tofu Curry,"[""canola oil"", ""red curry"", ""coconut milk"", ""sugar"", ""fish sauce"", ""lime leaves"", ""green beans"", ""bell pepper"", ""bamboo shoots"", ""pumpkin"", ""vegetable broth"", ""thai basil"", ""cilantro"", ""lime""]",Fish,Seafood
Crock Pot Massaman Curry,"[""beef"", ""potatoes"", ""brown onion"", ""curry"", ""flour"", ""chicken"", ""coconut cream"", ""fish sauce"", ""lemon juice"", ""brown sugar"", ""white rice""]",Fish,Seafood
Thai Green Curry,"[""coriander"", ""peanut oil"", ""green curry"", ""coconut milk"", ""chicken breasts"", ""fish sauce"", ""brown sugar"", ""lime"", ""basil""]",Fish,Seafood
Red Chicken Curry,"[""red chili peppers"", ""red chili peppers"", ""red onion"", ""garlic"", ""roots washed"", ""galangal grated"", ""only"", ""salt"", ""lime peel"", ""shrimp paste"", ""vegetable oil"", ""coconut cream"", ""palm sugar"", ""fish sauce"", ""coconut milk"", ""lime"", ""chicken"", ""red pepper"", ""green beans"", ""lime juice"", ""cilantro"", ""rice""]",Fish,Seafood
Shrimp Curry,"[""fish stock"", ""shrimp"", ""oil"", ""garlic"", ""onions"", ""fresh root ginger"", ""red chilies"", ""flour"", ""coconut milk"", ""slightly"", ""ground coriander"", ""lemon juice"", ""green onions"", ""cilantro"", ""basmati rice""]",Fish,Seafood
Coconut Fish Curry,"[""curry"", ""heavy cream"", ""cod fillet"", ""lemon juice"", ""red onion"", ""green onion"", ""red chili"", ""cilantro""]",Fish,Seafood
Asian Fish Curry,"[""peanut oil"", ""potatoes"", ""onion"", ""garlic"", ""yellow curry"", ""water"", ""coconut cream light"", ""fish firm"", ""baby bok choy halved"", ""tomatoes"", ""lime juice"", ""brown sugar"", ""fish sauce"", ""rice"", ""cilantro""]",Fish,Seafood
Red Curry Coconut Chicken,"[""coconut milk"", ""curry"", ""garlic"", ""ginger grated"", ""fish sauce"", ""chili peppers"", ""sugar"", ""cornstarch"", ""chicken"", ""salt"", ""black pepper"", ""flour"", ""vegetable oil"", ""bell peppers"", ""onion"", ""bamboo shoots"", ""basil"", ""coconut chips"", ""lime"", ""hot sauce""]",Fish,Seafood
Goan Seafood Curry,"[""fish firm"", ""lime"", ""coconut oil"", ""curry"", ""onion"", ""garlic"", ""coconut sugar"", ""coconut cream tins"", ""tomatoes"", ""red chillies"", ""fresh coriander"", ""salt"", ""turmeric powder"", ""cumin powder"", ""chilli powder"", ""coriander powder"", ""mustard seeds"", ""ginger powder""]",Fish,Seafood
Curry Pad Thai,"[""chicken"", ""sesame oil"", ""vegetable oil"", ""garlic"", ""onion"", ""rice noodles"", ""red bell pepper"", ""yellow bell pepper"", ""fish sauce"", ""rice vinegar"", ""pepper"", ""tumeric"", ""curry powder"", ""eggs"", ""bean sprouts""]",Fish,Seafood
Thai Shrimp Curry,"[""brown Jasmine rice"", ""water"", ""peanut oil"", ""shallot"", ""garlic"", ""salt"", ""red pepper"", ""carrots"", ""mushrooms"", ""snow peas"", ""tomatoes"", ""shrimp"", ""light coconut milk"", ""red curry"", ""fish sauce"", ""lime organic"", ""lime"", ""green onions""]",Fish,Seafood
Thai-Curry Fish With Baby Spinach,"[""peanut oil"", ""garlic"", ""ginger"", ""red curry"", ""coconut milk"", ""white sugar"", ""salt"", ""mahi"", ""baby spinach"", ""fish sauce"", ""lime juice""]",Fish,Seafood
Green Chicken Curry,"[""oil"", ""onion"", ""green curry"", ""coconut milk"", ""fish sauce"", ""brown sugar"", ""potato"", ""green beans"", ""rotisserie chicken"", ""lime juiced"", ""basmati rice"", ""cilantro""]",Fish,Seafood
Thai Red Chicken Curry,"[""peanut oil"", ""chicken"", ""onion"", ""red curry"", ""coconut milk"", ""chicken stock"", ""butternut squash"", ""chard"", ""palm sugar"", ""red chili"", ""fish sauce"", ""lime juice"", ""thai basil"", ""bean sprouts"", ""lime wedges"", ""jasmine rice""]",Fish,Seafood
Coconut Curry Chicken With Plum Wine,"[""extra virgin coconut oil"", ""chicken"", ""coconut milk"", ""rice milk"", ""curry powder"", ""honey"", ""plum wine"", ""fish sauce"", ""cilantro"", ""lime""]",Fish,Seafood
Thai Fish Curry,"[""coconut cream"", ""red curry"", ""yellow pepper"", ""broccoli"", ""white fish"", ""fish sauce"", ""rice"", ""lemon wedges""]",Fish,Seafood
Thai Green Curry,"[""chicken washed"", ""green curry"", ""coconut milk"", ""eggplants"", ""straw mushrooms"", ""baby corn"", ""onion"", ""red spur"", ""lime"", ""sweet basil"", ""fish sauce"", ""sugar"", ""cooking oil"", ""sweet basil"", ""red chili"", ""fresh green"", ""shallots"", ""garlic"", ""lemon grass"", ""lime rind"", ""coriander root"", ""white peppercorns"", ""coriander seeds"", ""cumin seeds"", ""salt"", ""shrimp paste""]",Fish,Seafood
Instant Pot Thai Pork-Chop Curry,"[""coconut milk"", ""lime juice"", ""brown sugar"", ""fish sauce"", ""olive oil"", ""yellow onion"", ""red Thai curry paste"", ""ginger"", ""chicken broth"", ""cornstarch"", ""red bell pepper"", ""green bell pepper"", ""basil"", ""cauliflower rice""]",Fish,Seafood
Thai Curry Chicken,"[""red curry"", ""coconut milk"", ""sugar"", ""fish sauce"", ""red pepper"", ""chicken"", ""bamboo shoot"", ""fresh sweet basil""]",Fish,Seafood
Thai Coconut Curry,"[""vegetable oil"", ""onion"", ""fresh ginger"", ""garlic"", ""fresh coriander"", ""red curry"", ""bell pepper"", ""carrot"", ""broccoli floret"", ""coconut milk"", ""vegetable stock"", ""lime"", ""fish sauce""]",Fish,Seafood
Green Curry Shrimp Dumplings,"[""Shrimp"", ""Vegetable Oil"", ""Ginger"", ""Curry"", ""Coconut Milk"", ""Shredded Thai Basil"", ""Vegetable Oil""]",Fish,Seafood
Thai Green Shrimp & Vegetable Curry,"[""Cream Cheese"", ""green curry"", ""lime juice"", ""canola oil"", ""carrots"", ""broccoli florets"", ""zucchini"", ""shrimp"", ""garlic"", ""hot cooked whole wheat linguine"", ""fresh basil""]",Fish,Seafood
Thai Shrimps Curry,"[""potato"", ""red curry"", ""coriander seeds"", ""curry powder"", ""coconut milk"", ""sugar"", ""fishsauce"", ""shallot"", ""oil""]",Fish,Seafood
Chicken Curry,"[""chicken"", ""butter"", ""onions"", ""curry powder"", ""boiling water"", ""bouillon cube"", ""salt""]",Fish,Seafood
Thai panang curry,"[""panang curry"", ""lime"", ""tomatoes"", ""onion"", ""sweet potatoes"", ""coconut milk"", ""mushrooms"", ""sugar"", ""fish sauce"", ""worcestershire sauce"", ""water"", ""chicken breasts"", ""basil"", ""sunflower oil"", ""rice"", ""ginger grated""]",Fish,Seafood
Fish Head Curry,"[""red snapper"", ""salt"", ""tamarind juice"", ""curry powder"", ""turmeric"", ""fresh milk"", ""water"", ""cooking oil"", ""eggplants"", ""okra pods"", ""shallots"", ""green chili peppers"", ""garlic"", ""fenugreek seeds"", ""stalk lemongrass"", ""curry"", ""tomatoes"", ""salt""]",Fish,Seafood
Healthy Red Prawn Curry,"[""red curry"", ""milk"", ""green beans"", ""zucchini"", ""baby corn"", ""prawns"", ""fish sauce"", ""basil""]",Fish,Seafood
Thai Fish Curry,"[""green chiles"", ""shallots"", ""ginger"", ""garlic"", ""galangal paste"", ""stalks"", ""ground coriander"", ""ground cumin"", ""lime"", ""lime"", ""shrimp"", ""salt"", ""sunflower"", ""coconut milk"", ""fish stock"", ""fish sauce"", ""sugar"", ""green beans"", ""green onions"", ""fish"", ""fresh crabmeat"", ""handful of cilantro""]",Fish,Seafood
